"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Data rate"
"10168","23.219579","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"10205","23.324601","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"10265","23.424790","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"10297","23.527858","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"10334","23.632052","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"10402","23.710895","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-29 dBm","6"
"10403","23.712090","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-29 dBm","6"
"10404","23.712093","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-27 dBm","6"
"10418","23.727154","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-30 dBm","6"
"10419","23.727158","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-29 dBm","6"
"10420","23.727160","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-27 dBm","6"
"10421","23.727163","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-29 dBm","6"
"10425","23.733706","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"10473","23.835223","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"10501","23.937382","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"10531","24.039899","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"10581","24.142237","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"10633","24.243877","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"10657","24.347030","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"10703","24.451314","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"10743","24.553719","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"10813","24.657331","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"10853","24.756674","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"10895","24.865647","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"10935","24.963381","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"10969","25.062934","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"11068","25.168588","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"11138","25.336479","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-28 dBm","6"
"11139","25.336485","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-28 dBm","6"
"11140","25.337633","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","-28 dBm","6"
"11153","25.372532","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"11232","25.473405","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"11324","25.578072","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"11356","25.681011","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"11410","25.780665","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"11489","25.883089","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"11556","25.989138","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"11589","26.089739","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"11625","26.190502","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"11667","26.293529","Commscope_23:24:6c","Broadcast","802.11","287","-27 dBm","6.5"
"11701","26.395120","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"11733","26.496361","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"11760","26.608980","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"11786","26.701297","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"11813","26.807400","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"11860","26.908095","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"11867","26.918053","Commscope_23:24:6c","Intel_55:d8:b3","802.11","387","-32 dBm","6"
"11869","26.918058","Commscope_23:24:6c","Intel_55:d8:b3","802.11","387","-33 dBm","6"
"11871","26.918061","Commscope_23:24:6c","Intel_55:d8:b3","802.11","387","-32 dBm","6"
"11872","26.918146","Commscope_23:24:6c","Intel_55:d8:b3","802.11","387","-32 dBm","6"
"11904","27.014345","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"11941","27.115474","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"11978","27.217076","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"12018","27.317450","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"12069","27.419111","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"12095","27.521520","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"12152","27.624916","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"12167","27.652871","Commscope_23:24:6c","c6:9c:cc:8e:8e:ae","802.11","387","-32 dBm","6"
"12168","27.652875","Commscope_23:24:6c","c6:9c:cc:8e:8e:ae","802.11","387","-31 dBm","6"
"12169","27.652879","Commscope_23:24:6c","c6:9c:cc:8e:8e:ae","802.11","387","-31 dBm","6"
"12170","27.652882","Commscope_23:24:6c","c6:9c:cc:8e:8e:ae","802.11","387","-32 dBm","6"
"12174","27.664944","Commscope_23:24:6c","c6:9c:cc:8e:8e:ae","802.11","387","-32 dBm","6"
"12175","27.665624","Commscope_23:24:6c","c6:9c:cc:8e:8e:ae","802.11","387","-32 dBm","6"
"12176","27.665629","Commscope_23:24:6c","c6:9c:cc:8e:8e:ae","802.11","387","-31 dBm","6"
"12177","27.665632","Commscope_23:24:6c","c6:9c:cc:8e:8e:ae","802.11","387","-31 dBm","6"
"12207","27.726325","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"12245","27.829683","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"12280","27.929885","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"12312","28.033563","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"12338","28.098257","Commscope_23:24:6c","9e:6b:25:30:bc:2d","802.11","387","-33 dBm","6"
"12339","28.098261","Commscope_23:24:6c","9e:6b:25:30:bc:2d","802.11","387","-32 dBm","6"
"12340","28.098264","Commscope_23:24:6c","9e:6b:25:30:bc:2d","802.11","387","-32 dBm","6"
"12341","28.099444","Commscope_23:24:6c","9e:6b:25:30:bc:2d","802.11","387","-32 dBm","6"
"12689","29.058703","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"12709","29.161926","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"12753","29.264340","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"12788","29.365063","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"12817","29.467165","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"12854","29.576921","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"12906","29.677883","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"12941","29.777884","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"12980","29.880619","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"13018","29.979212","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"13031","30.008337","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-34 dBm","6"
"13033","30.014554","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-34 dBm","6"
"13035","30.023852","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-34 dBm","6"
"13036","30.023857","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-36 dBm","6"
"13055","30.080734","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"13095","30.187166","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"13097","30.187173","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-30 dBm","6"
"13099","30.193416","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-33 dBm","6"
"13101","30.193423","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-33 dBm","6"
"13105","30.199866","Commscope_23:24:6c","VantivaUSA_bb:04:d1","802.11","387","-31 dBm","6"
"13131","30.293102","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"13164","30.388773","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"13172","30.402326","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-27 dBm","6"
"13177","30.408413","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-29 dBm","6"
"13178","30.411105","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-27 dBm","6"
"13179","30.411108","Commscope_23:24:6c","VantivaUSA_3f:b1:bd","802.11","387","-27 dBm","6"
"13200","30.429915","Commscope_23:24:6c","VantivaUSA_f2:df:8c","802.11","387","-28 dBm","6"
"13226","30.491184","Commscope_23:24:6c","Broadcast","802.11","287","-26 dBm","6.5"
"13284","30.593639","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"13338","30.696383","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"13373","30.798413","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"13379","30.804676","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-34 dBm","6"
"13380","30.804679","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-32 dBm","6"
"13381","30.805647","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-32 dBm","6"
"13382","30.806978","Commscope_23:24:6c","VantivaUSA_eb:46:50","802.11","387","-34 dBm","6"
"13479","31.004986","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"13510","31.108369","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"13559","31.208532","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"13604","31.313944","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"13643","31.412283","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"13690","31.518108","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"13739","31.620715","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"13782","31.719761","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"13827","31.821439","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"13865","31.924140","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"13905","32.027551","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"13958","32.128733","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"13996","32.235544","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"14030","32.333701","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"14079","32.440233","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"14113","32.545322","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"14154","32.641626","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"14184","32.744063","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"14220","32.850161","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"14254","32.949856","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"14270","32.993390","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"14271","32.993395","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"14272","32.993401","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"14273","32.993506","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"14292","33.051606","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"14293","33.051610","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"14294","33.051613","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"14295","33.051616","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"14296","33.051715","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"14303","33.072728","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"14304","33.072732","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"14305","33.072735","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"14306","33.073762","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-36 dBm","6"
"14317","33.112216","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"14318","33.112222","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"14319","33.112225","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"14320","33.113395","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"14331","33.153629","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"14332","33.153633","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-32 dBm","6"
"14333","33.153637","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"14334","33.154812","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"14335","33.154816","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-33 dBm","6"
"14365","33.266317","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"14427","33.462930","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"14457","33.563298","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"14493","33.666253","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"14504","33.708161","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm","6"
"14505","33.708342","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm","6"
"14506","33.708345","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm","6"
"14507","33.708348","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm","6"
"14519","33.719612","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm","6"
"14520","33.719616","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm","6"
"14521","33.721186","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-33 dBm","6"
"14522","33.721196","Commscope_23:24:6c","VantivaUSA_da:e6:14","802.11","387","-31 dBm","6"
"14546","33.767671","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"14584","33.873700","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"14614","33.976433","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"14651","34.078924","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"14695","34.179958","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"14743","34.279557","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"14792","34.385531","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"14819","34.486718","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"14858","34.590188","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"14880","34.689677","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"14954","34.894527","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"15000","34.996887","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"15031","35.100351","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"15071","35.201855","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"15119","35.305878","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"15191","35.405997","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"15237","35.509998","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"15262","35.621530","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"15299","35.717156","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"15327","35.816101","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"15345","35.884560","Commscope_23:24:6c","VantivaUSA_c5:dd:3d","802.11","387","0 dBm","6"
"15352","35.918479","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"15385","36.021706","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"15412","36.126029","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"15447","36.225731","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"15485","36.331684","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"15517","36.430619","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"15555","36.533173","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"15591","36.639245","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"15624","36.739537","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"15664","36.841320","Commscope_23:24:6c","VantivaUSA_63:fc:dd","802.11","387","-28 dBm","6"
"15665","36.841325","Commscope_23:24:6c","Broadcast","802.11","287","-29 dBm","6.5"
"15666","36.841413","Commscope_23:24:6c","VantivaUSA_63:fc:dd","802.11","387","-29 dBm","6"
"15667","36.844500","Commscope_23:24:6c","VantivaUSA_63:fc:dd","802.11","387","-28 dBm","6"
"15668","36.847600","Commscope_23:24:6c","VantivaUSA_63:fc:dd","802.11","387","-30 dBm","6"
"15704","36.944182","Commscope_23:24:6c","Broadcast","802.11","287","-28 dBm","6.5"
"15745","37.048259","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"15769","37.150087","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"15814","37.252507","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"15856","37.353742","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"15886","37.457993","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"15932","37.568917","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"15978","37.662129","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"16048","37.864171","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"16085","37.968395","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"16109","38.031628","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","0 dBm","6"
"16110","38.035325","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","0 dBm","6"
"16111","38.035328","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","0 dBm","6"
"16119","38.067956","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"16124","38.076359","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"16125","38.076368","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"16126","38.076371","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"16127","38.076453","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"16135","38.103322","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"16136","38.104044","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"16137","38.106478","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"16138","38.106482","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"16146","38.125040","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"16149","38.125050","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"16150","38.125053","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"16152","38.126353","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"16166","38.139457","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"16167","38.139463","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"16169","38.139469","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"16170","38.140125","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"16178","38.173148","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"16180","38.185666","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"16181","38.185672","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"16182","38.185677","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-34 dBm","6"
"16183","38.185679","Commscope_23:24:6c","NestLabs_90:13:f4","802.11","387","-35 dBm","6"
"16255","38.376998","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"16289","38.480446","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"16316","38.586452","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"16345","38.683342","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"16382","38.786621","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"16425","38.886976","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"16449","38.942222","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-30 dBm","6"
"16450","38.942224","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-32 dBm","6"
"16454","38.948137","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-30 dBm","6"
"16459","38.948238","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-30 dBm","6"
"16462","38.954422","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-31 dBm","6"
"16463","38.954425","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-30 dBm","6"
"16464","38.955921","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-30 dBm","6"
"16465","38.955924","Commscope_23:24:6c","VantivaUSA_e6:e2:80","802.11","387","-29 dBm","6"
"16483","38.990590","Commscope_23:24:6c","Broadcast","802.11","287","-30 dBm","6.5"
"16517","39.093781","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"16536","39.195366","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"16555","39.299625","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"16578","39.402654","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"16592","39.503711","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"16614","39.612135","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"16617","39.618727","Commscope_23:24:6c","VantivaUSA_fa:90:84","802.11","387","-34 dBm","6"
"16618","39.618731","Commscope_23:24:6c","VantivaUSA_fa:90:84","802.11","387","-31 dBm","6"
"16619","39.619004","Commscope_23:24:6c","VantivaUSA_fa:90:84","802.11","387","-33 dBm","6"
"16637","39.706274","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"16658","39.811715","Commscope_23:24:6c","Broadcast","802.11","287","-31 dBm","6.5"
"16680","39.912187","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"16700","40.014099","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"16729","40.117011","Commscope_23:24:6c","Broadcast","802.11","287","-34 dBm","6.5"
"16750","40.219414","Commscope_23:24:6c","Broadcast","802.11","287","-38 dBm","6.5"
"16767","40.325115","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"16792","40.416064","Commscope_23:24:6c","VantivaUSA_d0:97:64","802.11","387","-34 dBm","6"
"16798","40.430474","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"16824","40.526582","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"16847","40.631127","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"16877","40.733588","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"16909","40.835600","Commscope_23:24:6c","Broadcast","802.11","287","-32 dBm","6.5"
"16937","40.938269","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"16960","41.040790","Commscope_23:24:6c","Broadcast","802.11","287","-33 dBm","6.5"
"16991","41.144274","Commscope_23:24:6c","Broadcast","802.11","287","-35 dBm","6.5"
"17027","41.243521","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
"17069","41.348638","Commscope_23:24:6c","Broadcast","802.11","287","-36 dBm","6.5"
